person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
vcrawford,GB13LRLM76876970338499,VISA,503803938227,2025-12-15 14:10:29,Future Group,Clothing,63718.99,INR,NEFT,Lake Melanieport,Purchase,May,Reversed
brad50,GB50GJMH53850335226372,Discover,347083076898269,2025-09-06 10:19:22,IKEA India,Health,77502.15,INR,Bank Transfer,Wilsonburgh,Deposit,July,Reversed
victoriacarroll,GB79UIUB95397954389429,VISA,373176141243987,2025-03-09 12:34:07,Foodhall,Health,21391.53,INR,Bank Transfer,Lake Patricia,Withdrawal,August,Declined
martin18,GB53KDVS52898318994379,VISA,38657631239517,2025-09-21 20:16:58,Tata CLiQ,Grocery,44777.99,INR,Mobile Payment,East Jasonview,Purchase,April,Reversed
gutierrezwendy,GB54RIEB56920104516160,Discover,3511922716360202,2025-06-13 06:27:57,Snapdeal,Grocery,79033.68,INR,Mobile Payment,Lopezmouth,Refund,July,Declined
jeremiahscott,GB61GTTX37727764500253,Mastercard,3501563090985115,2025-03-07 01:23:19,Nilgiris,Clothing,16485.76,INR,NEFT,Leeville,Purchase,April,Approved
darrenraymond,GB42WUYF16757741991744,saphiro,30325170921162,2025-04-09 00:11:40,Snapdeal,Health,61687.13,INR,Credit Card,South Deborah,Withdrawal,September,Reversed
hannahfletcher,GB02ZTIS69376341533882,amex,4570620583585056792,2025-05-26 18:45:13,Pantaloons,Dining,97275.28,INR,Debit Card,Brookstown,Purchase,June,Pending
laura08,GB02NEZR03399219089175,VISA,2338083192184559,2025-07-05 09:46:49,Nykaa,Health,33256.80,INR,Debit Card,Carolynchester,Purchase,January,Pending
gutierrezlaurie,GB25EBQP87187668674292,VISA,6011679466451684,2025-11-10 02:50:15,BabyChakra,Electronics,21123.29,INR,RTGS,Lake Jessica,Withdrawal,February,Declined
sarajohnson,GB50ZBAZ65088055877312,Discover,4112194141028955778,2025-08-12 19:57:52,Westside,Travel,19166.32,INR,Mobile Payment,North Sean,Deposit,January,Approved
katrinawheeler,GB26BLDR59712782730241,VISA,4729781243064840797,2025-03-27 11:02:01,HyperCity,Grocery,13227.16,INR,Debit Card,Fullerstad,Purchase,April,Approved
yvelez,GB58SJYC33228859253049,amex,2364057024880425,2025-03-08 04:35:18,Brand Factory,Grocery,87538.67,INR,RTGS,Denisemouth,Purchase,April,Reversed
cassandra79,GB81UFHA51770212177747,VISA,3585961407332170,2025-08-12 09:30:10,Bewakoof,Grocery,32373.33,INR,Credit Card,Shortburgh,Purchase,December,Approved
daniel03,GB04UAAL32375218788742,amex,4062203583360778,2025-01-13 00:12:57,Big Bazaar,Dining,10702.86,INR,RTGS,East Thomas,Withdrawal,November,Declined
jchavez,GB55RZCY72344794296214,amex,675924765729,2025-01-07 02:19:30,Avenue Supermarts,Travel,94289.63,INR,RTGS,South Elizabeth,Deposit,September,Pending
christina58,GB44SCZK89704707396959,Mastercard,30131252519811,2025-12-19 14:13:39,Reliance Retail,Dining,60680.33,INR,Bank Transfer,New Brandistad,Purchase,September,Declined
allenkevin,GB88HJWI62031029224419,rupay,213177814442314,2025-03-06 13:58:34,Pantaloons,Dining,35675.32,INR,UPI,Elizabethport,Deposit,July,Reversed
christinepeters,GB41RNDU23787006506459,VISA,2700966856154381,2025-02-15 18:10:01,Reliance Digital,Travel,97195.07,INR,UPI,New Janechester,Refund,November,Declined
fwilson,GB84VXHK81457528946181,Mastercard,3542783552160095,2025-09-06 04:24:05,Pepperfry,Grocery,62831.77,INR,Bank Transfer,Velazquezfurt,Withdrawal,August,Pending
ashleysantiago,GB70ENOC35456988705765,Maestro,4171806909813,2025-12-12 10:03:31,Foodhall,Clothing,88888.62,INR,RTGS,East Jonathan,Withdrawal,August,Reversed
taylor01,GB62TYFF18584372096758,VISA,4622189331813643,2025-08-24 06:14:19,Pepperfry,Travel,926.09,INR,Bank Transfer,East Cassie,Withdrawal,May,Pending
lopezkelly,GB09JNKU06355064217450,rupay,3567266204008565,2025-11-10 17:04:06,HyperCity,Grocery,34664.32,INR,Debit Card,New Jessicastad,Withdrawal,January,Reversed
tiffany77,GB88VSOC73328061777699,Maestro,2665729847070386,2025-12-01 09:44:46,Bewakoof,Grocery,9368.16,INR,Mobile Payment,Juliebury,Refund,December,Approved
obryant,GB91EDPS99753713695420,American Express,4323183499722912,2025-02-07 04:40:59,Tata CLiQ,Grocery,8443.07,INR,Bank Transfer,North Stephanieburgh,Refund,September,Approved
reynoldsjennifer,GB27HOKM85917555052961,VISA,4971060452560,2025-11-08 12:19:42,BlueStone,Clothing,47641.16,INR,UPI,North Annaburgh,Withdrawal,July,Approved
joseph95,GB07VHVY86276514562850,VISA,344414180431809,2025-01-24 14:12:47,Bewakoof,Grocery,22057.48,INR,Credit Card,Lake Lisahaven,Deposit,January,Approved
brett28,GB18JYYG26703038851819,Diners Club,4529665100080135419,2025-06-21 15:45:52,Reliance Fresh,Dining,50708.46,INR,RTGS,Jacquelinemouth,Purchase,October,Pending
jonestara,GB04HTGD72735917260724,chhupay,2670889190378282,2025-04-22 11:57:27,Spencer’s Retail,Electronics,41363.34,INR,Debit Card,Port Lawrenceland,Deposit,August,Declined
jacobspamela,GB91UIKQ25081530928054,chhupay,6011447945234547,2025-07-11 00:38:07,BigBasket,Clothing,57822.35,INR,UPI,Lake Jennifer,Withdrawal,November,Declined
katrinawheeler,GB68EOZR40751243253805,VISA,6559811042335747,2025-10-28 12:08:02,Big Bazaar,Health,16384.55,INR,UPI,Torresview,Deposit,January,Pending
lisaflores,GB13YNOA12599750371755,Mastercard,6590660879525198,2025-08-03 02:22:35,Pantaloons,Travel,74294.61,INR,Bank Transfer,West Rebecca,Refund,June,Reversed
abaker,GB72HJKT77247773596326,chhupay,347083076898269,2025-07-30 08:57:07,Flipkart,Dining,63603.32,INR,Debit Card,Peterborough,Deposit,May,Declined
martinsamantha,GB33CONB71865225772608,Mastercard,3509831515197521,2025-09-08 13:05:48,Flipkart,Electronics,24823.96,INR,Credit Card,East Catherineside,Purchase,January,Approved
rossluis,GB04DVGW09875718581851,VISA,676267761168,2025-05-05 02:20:30,Decathlon India,Health,37788.76,INR,Mobile Payment,Laurenbury,Withdrawal,October,Declined
nguyenstephen,GB18MCBM57418420009950,rupay,4152930471751301,2025-05-27 02:03:32,Titan Company,Travel,64693.69,INR,UPI,Gonzalezland,Refund,December,Approved
jenniferwilliams,GB06GCVK38289358663179,chhupay,180007373446738,2025-04-30 21:10:06,Westside,Electronics,29359.37,INR,RTGS,South Antonio,Refund,March,Declined
randyhudson,GB25ZXUW57288486658612,American Express,676220037813,2025-08-20 23:56:53,Myntra,Travel,92117.58,INR,UPI,Mortonborough,Withdrawal,January,Declined
nmartin,GB18FOHQ98700372484728,chhupay,502054036202,2025-11-27 12:56:09,BigBasket,Grocery,7505.53,INR,UPI,Lake Ericamouth,Withdrawal,August,Approved
shaun58,GB41OVYP09731989385350,Diners Club,2703909244665558,2025-08-31 03:06:55,ShopClues,Electronics,60010.64,INR,RTGS,Lisabury,Withdrawal,May,Approved
ubell,GB11PRML98817155651563,amex,213160080909869,2025-09-15 23:57:01,Nykaa,Electronics,17401.43,INR,Bank Transfer,Lawrenceberg,Deposit,June,Approved
heidi74,GB94MIMR73494862581349,VISA,3555120567027940,2025-10-18 18:41:57,IKEA India,Dining,29145.74,INR,RTGS,West Christopher,Deposit,October,Pending
vray,GB74ZNWL13625722623370,VISA,4119187890735553,2025-03-24 15:34:20,Meesho,Dining,84739.28,INR,UPI,South Johnport,Deposit,March,Declined
charles23,GB19FLFV10893081024737,rupay,3548632558901438,2025-09-25 14:01:47,Metro Cash & Carry India,Clothing,25432.11,INR,Mobile Payment,East Jorge,Purchase,May,Reversed
heatherlopez,GB05MKSD27361410354237,saphiro,3501313920449274,2025-12-22 15:00:48,Myntra,Travel,29987.85,INR,NEFT,Judyville,Refund,January,Pending
janet00,GB89TYSF40140115031041,Maestro,38125571979492,2025-01-18 15:14:11,ShopClues,Grocery,12505.61,INR,Debit Card,Abigailbury,Deposit,March,Pending
trichardson,GB11UDIW17338948912449,Diners Club,676172312842,2025-11-04 07:45:21,Fabindia,Grocery,92693.42,INR,UPI,West Robert,Deposit,May,Approved
spearsbrian,GB48DIMK27955728632716,VISA,4165001448049,2025-01-05 07:56:23,Snapdeal,Clothing,91189.09,INR,Bank Transfer,Nicoleton,Withdrawal,December,Reversed
cunninghambradley,GB72XULU18414894542479,Mastercard,180057377116639,2025-11-30 15:34:13,Infiniti Retail Ltd,Electronics,46293.07,INR,Mobile Payment,Robbinsfurt,Refund,April,Reversed
alvarezjennifer,GB42LWQN94843454985412,Discover,2272043363229615,2025-11-22 16:59:14,Future Group,Health,26924.96,INR,Debit Card,Timothyport,Withdrawal,February,Declined
jonesrodney,GB51FCWF01684377453060,VISA,3560479830937779,2025-02-04 21:19:27,CaratLane,Health,79751.18,INR,Credit Card,Molinaview,Withdrawal,January,Declined
asolis,GB58CQKE59237755078048,Diners Club,4192066394722959714,2025-10-16 12:18:36,Marks & Spencer India,Travel,77653.02,INR,RTGS,Rodriguezview,Purchase,May,Approved
sstanley,GB43PGWY45187186070938,Discover,3574053785658757,2025-10-22 13:44:12,Urban Ladder,Dining,35912.63,INR,UPI,West Roy,Deposit,June,Declined
stephanie80,GB57FKUC39955361654756,Discover,30134994933506,2025-01-09 03:20:39,Foodhall,Electronics,90643.18,INR,NEFT,East Teresa,Withdrawal,October,Approved
robert07,GB85QZSW37215566798943,VISA,4861649233944824817,2025-02-17 05:16:40,Shoppers Stop,Electronics,16379.64,INR,Bank Transfer,Josephbury,Withdrawal,August,Reversed
heidi94,GB75YFAZ93322177835120,VISA,30119473156075,2025-04-07 02:30:14,Brand Factory,Health,86666.14,INR,Bank Transfer,New Adrian,Deposit,January,Reversed
qstone,GB92GXPZ38685566367980,Discover,4275776322889,2025-06-12 15:01:03,Aditya Birla Retai,Clothing,64743.56,INR,NEFT,North Dianaview,Deposit,February,Declined
cgarcia,GB51EPSQ22158670741476,VISA,4289446761575355,2025-08-20 21:20:48,Urban Ladder,Grocery,11689.16,INR,Debit Card,Erikaborough,Deposit,January,Approved
juliecarter,GB50GAQJ36205591011051,Diners Club,180039101430411,2025-02-06 02:48:48,IKEA India,Electronics,14329.53,INR,Debit Card,North Jennifer,Withdrawal,March,Reversed
jonesrodney,GB55OHXN13923534294099,American Express,4164052281045,2025-03-09 16:12:49,FirstCry,Health,43077.06,INR,RTGS,New Eric,Deposit,April,Reversed
michael91,GB26IWYH56510263617284,Maestro,344925822601269,2025-06-07 09:43:43,Nykaa,Health,24566.58,INR,Debit Card,Wendyfurt,Purchase,December,Approved
markgregory,GB35IUAB18279995752947,Diners Club,343451787304618,2025-10-05 01:39:34,HyperCity,Clothing,16829.83,INR,Mobile Payment,Gonzalezchester,Withdrawal,August,Declined
qsharp,GB41PPLA82453970631959,VISA,2268038048558319,2025-09-16 21:56:09,Titan Company,Health,42629.01,INR,Debit Card,North Susanfort,Refund,April,Approved
qstone,GB72JFCX54428713913439,Discover,575010026822,2025-08-18 08:32:17,BigBasket,Health,67616.79,INR,UPI,Rebeccatown,Refund,December,Reversed
rachaelthompson,GB68WNZA54260769512808,Diners Club,6011125725118557,2025-01-12 09:07:48,Big Bazaar,Dining,3910.80,INR,Mobile Payment,West Kevinfurt,Withdrawal,May,Approved
andrewstrevor,GB59UMUD66867354012794,amex,36509353287442,2025-06-08 05:11:18,Central,Grocery,35316.76,INR,Bank Transfer,Kevinshire,Withdrawal,November,Pending
emily61,GB26IXQG23942620796051,VISA,4406658890708719,2025-03-19 18:42:57,V-Mart Retail Ltd,Health,65448.42,INR,RTGS,Morenomouth,Deposit,April,Pending
jennifersmith,GB13VJIZ25197072375153,VISA,4638203648856476,2025-06-21 06:10:26,FirstCry,Travel,79384.14,INR,Bank Transfer,South Michelle,Deposit,December,Pending
hernandezlisa,GB35JTWF50686449791819,amex,6501738673843971,2025-03-16 08:03:06,Bewakoof,Clothing,37184.89,INR,RTGS,Port Miranda,Purchase,April,Declined
david46,GB29KMHL83322345186793,Diners Club,4714359932698,2025-11-21 18:44:33,V-Mart Retail Ltd,Clothing,51691.07,INR,UPI,Lake Justinside,Deposit,July,Reversed
kimberlyswanson,GB59OZEC26814292017626,saphiro,2252382685720388,2025-06-08 13:08:24,IKEA India,Grocery,68725.20,INR,RTGS,Annetteborough,Refund,December,Declined
juliecarter,GB72YQBJ37635786151290,VISA,347022711472924,2025-05-11 22:26:44,BigBasket,Grocery,98852.25,INR,Mobile Payment,Gregoryshire,Purchase,August,Declined
angela28,GB82PNCK83833796417515,American Express,4819968755700306275,2025-05-11 04:06:36,Tata CLiQ,Health,10143.71,INR,Debit Card,New Bryan,Withdrawal,May,Pending
hernandezrobert,GB53OYDZ93313130173046,Maestro,676282044319,2025-01-28 01:47:40,Tata CLiQ,Dining,30312.25,INR,UPI,Paulamouth,Purchase,September,Pending
aberry,GB16RNUG76317381533276,VISA,4662103302775534,2025-04-02 19:06:38,Reliance Fresh,Dining,32067.01,INR,RTGS,Daniellehaven,Withdrawal,November,Pending
vaughnkatie,GB31JWZQ55090345370872,Discover,3594775995844274,2025-03-13 10:29:23,Zivame,Health,87870.50,INR,Debit Card,Stevenside,Purchase,October,Reversed
levi25,GB96MDBA36223299043611,VISA,4101792235929546,2025-04-09 19:20:58,BabyChakra,Travel,93194.65,INR,Credit Card,New Matthew,Refund,December,Approved
caseyscott,GB32EXBS09769172633041,Mastercard,30580696520787,2025-10-31 12:17:35,Big Bazaar,Grocery,43994.96,INR,Bank Transfer,Port Willie,Refund,July,Reversed
kellyanderson,GB56YSXJ30152308468580,saphiro,4713151839928489,2025-08-05 06:37:41,Bewakoof,Travel,43123.31,INR,RTGS,Williamsfurt,Deposit,May,Declined
ijohnson,GB95JRJF24876118574243,Diners Club,4059335225183,2025-03-14 20:01:36,Marks & Spencer India,Grocery,35446.69,INR,RTGS,North Lisa,Refund,April,Reversed
scottbrian,GB87QUGS11782019004803,rupay,4439234555767,2025-06-01 10:14:48,Shoppers Stop,Health,78037.42,INR,UPI,North Christinaberg,Purchase,April,Approved
erica01,GB65TBEM67723177219333,Maestro,4439640840078246,2025-02-24 11:57:07,Decathlon India,Travel,79604.24,INR,Bank Transfer,Hudsonport,Purchase,July,Approved
matthewgriffith,GB17NJQK97935005941363,Mastercard,4160637296713677,2025-01-18 16:03:31,Urban Ladder,Travel,71563.53,INR,Debit Card,Waltersside,Deposit,January,Approved
angela28,GB02SAUQ03782559141920,saphiro,3552812385639210,2025-03-25 07:27:43,DMart,Health,6098.10,INR,NEFT,South Donald,Refund,March,Reversed
geoffrey58,GB03MYSD52016576828214,saphiro,4754040616185498,2025-11-02 06:01:19,CaratLane,Dining,19170.19,INR,Credit Card,Brandonside,Withdrawal,June,Declined
kimberlyswanson,GB02EOHM24121745618217,amex,30227396035530,2025-10-30 20:42:02,Bewakoof,Clothing,9709.98,INR,Debit Card,South Stephenmouth,Purchase,December,Pending
mccormickcraig,GB73UJZN70158154064846,American Express,30210640491949,2025-12-21 11:39:12,Reliance Retail,Electronics,24869.68,INR,Bank Transfer,North Cameron,Deposit,May,Pending
cparker,GB33RICY55590491236225,amex,30066377466292,2025-07-22 05:58:59,Urban Ladder,Electronics,10555.29,INR,Credit Card,Brendaview,Refund,June,Approved
jenkinsbrandon,GB96YQLY11811199478865,amex,4996752139480,2025-10-23 12:37:26,Godrej Consumer Products,Health,72038.16,INR,UPI,West Rebecca,Withdrawal,November,Approved
janet00,GB42TZDB43697264660990,VISA,4337448031228882,2025-01-09 06:25:41,Spencer’s Retail,Dining,20730.90,INR,Bank Transfer,Morseshire,Deposit,December,Reversed
janice21,GB87IGKY58679447909112,saphiro,3524335210962875,2025-10-07 05:15:20,Metro Cash & Carry India,Grocery,68516.26,INR,Bank Transfer,Lake Greg,Deposit,August,Approved
kevin39,GB81UHCA53047551185448,VISA,501829183729,2025-06-19 22:27:41,Amazon India,Dining,71682.71,INR,Credit Card,East Melissa,Deposit,August,Declined
odomgary,GB78LYJN37450921089627,chhupay,676331055068,2025-02-03 09:44:45,Nykaa,Clothing,32215.65,INR,NEFT,North Marc,Purchase,September,Declined
colin65,GB30JKTW57882656029970,Mastercard,4914168169924638,2025-06-09 22:41:06,Snapdeal,Electronics,82017.61,INR,Bank Transfer,Allenfurt,Purchase,March,Declined
kimberlyswanson,GB06DTJK65993657316930,saphiro,4746445742342031,2025-11-21 23:43:51,Foodhall,Grocery,56105.05,INR,Debit Card,Dawnchester,Deposit,May,Declined
davidjohnson,GB31TQBJ02702310436317,Discover,343033774222480,2025-07-30 20:02:08,V-Mart Retail Ltd,Electronics,45665.12,INR,Credit Card,East Jacob,Withdrawal,March,Declined
dclarke,GB57TUMH27491475762985,VISA,376423098724115,2025-03-10 16:46:18,Pantaloons,Dining,70856.61,INR,Bank Transfer,Stevensmouth,Purchase,July,Declined
jenniferwilliams,GB12VEIY83307144280561,amex,36571606671376,2025-04-01 22:00:40,V-Mart Retail Ltd,Dining,1555.73,INR,Mobile Payment,Fullerberg,Refund,July,Declined
cliffordwells,GB92RFDA77273504811962,VISA,6544131376565803,2025-12-10 03:53:19,Urban Ladder,Electronics,97706.99,INR,Mobile Payment,Hillstad,Refund,May,Pending
wpatrick,GB72UKWG84138399364344,VISA,4561398090324766,2025-01-09 17:35:12,Snapdeal,Clothing,10947.03,INR,Mobile Payment,New Courtney,Withdrawal,March,Declined
sarahcook,GB81PHRE36132459342449,American Express,4571357028917511,2025-02-15 09:16:21,Reliance Digital,Grocery,93638.76,INR,NEFT,Byrdbury,Purchase,November,Approved
phernandez,GB47HSZY82857352980141,VISA,213184146637686,2025-07-30 07:49:45,Aditya Birla Retai,Health,5425.34,INR,Mobile Payment,South Charlotte,Deposit,December,Approved
graceprice,GB91AZTP97661125157638,Diners Club,4891125606115022222,2025-08-29 10:06:06,BlueStone,Grocery,41427.49,INR,Bank Transfer,West Robert,Withdrawal,October,Pending
yfields,GB97HGOZ36624506353495,Maestro,344678901709558,2025-04-12 18:55:31,Reliance Fresh,Clothing,34640.50,INR,NEFT,Port Ryan,Deposit,September,Approved
anthonygomez,GB62YXAD65060649912701,Diners Club,180032260886671,2025-01-17 05:12:05,Fabindia,Grocery,98529.25,INR,Bank Transfer,Williamsmouth,Refund,March,Reversed
vcrawford,GB94IUPW76359603819893,saphiro,567740282312,2025-06-25 15:32:08,BlueStone,Travel,64687.58,INR,Credit Card,Jonesmouth,Refund,March,Pending
ellisscott,GB72DODO48274155227933,rupay,36841666087197,2025-05-13 15:21:28,Infiniti Retail Ltd,Health,16169.97,INR,UPI,Alecmouth,Refund,November,Approved
blozano,GB46QKXH91005177483504,American Express,3575560237329307,2025-02-07 10:50:40,Pepperfry,Health,5528.02,INR,NEFT,Lake Ericbury,Refund,November,Reversed
mollyrichardson,GB32FAOQ68781295083466,amex,3561444300520942,2025-04-26 15:34:45,Decathlon India,Clothing,29616.49,INR,Credit Card,West Jessicafort,Withdrawal,March,Pending
carrollemily,GB45IUVA56178615107592,Discover,6580924483322174,2025-06-02 16:03:25,Marks & Spencer India,Travel,43960.31,INR,Mobile Payment,Newtonshire,Refund,March,Reversed
rsnyder,GB59VPWR56498894109188,rupay,343033774222480,2025-11-19 08:33:43,Westside,Health,22766.04,INR,Debit Card,Dennisland,Withdrawal,September,Reversed
anna23,GB60VIAC60175211219745,Mastercard,346608329322278,2025-09-09 02:01:33,Avenue Supermarts,Electronics,2245.65,INR,NEFT,Bellland,Deposit,August,Approved
jillpollard,GB78XZVF28921206285695,VISA,4648168558438670579,2025-06-18 00:05:04,Westside,Grocery,33799.19,INR,Debit Card,North Ryanhaven,Purchase,July,Pending
jonathan09,GB52QBDZ55776794936558,VISA,213105020352233,2025-09-06 18:04:33,Avenue Supermarts,Grocery,8669.19,INR,Bank Transfer,Port Catherinemouth,Refund,March,Approved
andersonkenneth,GB73QEQI65002777136910,Mastercard,3569499523523877,2025-11-06 01:01:53,Reliance Retail,Clothing,13304.94,INR,RTGS,Carolfurt,Refund,July,Declined
ijohnson,GB95KUNH50744584839441,Mastercard,2282993725488713,2025-08-14 16:41:03,Tata CLiQ,Clothing,63138.96,INR,Mobile Payment,North Victoriaville,Deposit,January,Declined
keith47,GB31QPQX26764515911595,saphiro,3545931447006356,2025-07-02 00:07:10,V-Mart Retail Ltd,Electronics,1022.70,INR,Debit Card,Brandifort,Purchase,December,Reversed
lopezmary,GB10HHFH71754806356570,chhupay,2233835182989644,2025-04-18 03:07:51,ShopClues,Grocery,91062.71,INR,Credit Card,Michelleborough,Purchase,November,Approved
hamiltonbrandon,GB29LJYO25607258756931,chhupay,213156533404342,2025-09-05 17:35:00,BigBasket,Grocery,65380.73,INR,Mobile Payment,West Megan,Refund,July,Reversed
denisetaylor,GB89JYUN60464664840524,saphiro,4251956112889374,2025-06-20 23:49:45,Fabindia,Dining,24613.69,INR,Credit Card,Michaelville,Deposit,June,Approved
russellrobert,GB56FSHJ52467059465969,American Express,346968247225247,2025-09-08 12:19:40,BabyChakra,Health,16259.17,INR,Mobile Payment,East Garyfort,Refund,May,Declined
bakerlaura,GB34RJXG04402075139738,Mastercard,3564707389842230,2025-06-02 09:57:23,BigBasket,Clothing,39645.05,INR,Debit Card,South Kimberlyshire,Withdrawal,December,Reversed
anthony08,GB34HPUT27694760132944,Diners Club,6011121678791045,2025-11-09 08:37:51,CaratLane,Dining,94810.03,INR,Credit Card,Scottview,Purchase,September,Pending
sarahduffy,GB07ADXW69906554205511,chhupay,341478110996143,2025-01-28 12:18:02,Future Group,Health,14733.41,INR,Debit Card,South Adambury,Refund,July,Reversed
